video,frame_count,width,height,question,answer,qid,type
4756237312,1875,640,480,why is the man in white facing towards the man in blue with the box,listen to the speech,1,CW
13197492975,1395,640,360,what does the girl do as the brown dog is sniffing at her in the middle,swing left arm,3,TC
2444953722,675,640,480,why did the purple shirt boy throw the ball while walking towards the boy in blue,to annoy,3,CW
12882038053,861,640,1138,why did the man move in suddenly to the baby before moving out constantly,play with baby,0,CW
5585306763,1157,640,360,how did the man in green react when the ball was thrown to him by the boys,pick up and throw back,10,TC
9576327121,612,640,360,how did the adult feeding the baby react when the baby rejected the food,brings spoon away from baby,7,TC
3068708457,1152,640,480,why did the calf stick its head towards the boy,to get milk,10,CW
5476140602,1794,640,480,how does the black cat react when the greyish black cat speeds inside the leopard print cloth at the beginning,jump towards brown cat,8,TC
6089205646,1711,640,360,why does the woman in white kiss the baby s head after tending to the baby,affectionate gesture,5,CW
6798400941,887,640,360,what colour were the men wearing,grey and black,7,DO
2594144360,1091,640,480,what does the woman in sandals do after the dog approaches the bubbles,blow bubbles at dog,10,TN
8129714946,2427,640,360,why was the baby staring so intently in front of her,playing with the toy,7,CW
2624469140,2697,500,283,what did the lady do after pouring soap onto the baby s head,rub baby s head,2,TN
7980911107,1300,640,480,what does the lady in grey do after the girl in striped shirt blows the candles at the end,claps,7,TN
9606288783,2258,640,360,what did the man in green pants do after drying himself up,gets back in lake,9,TN
2625491104,389,500,375,where is this video taken,by a lake,10,DL
3800324256,930,640,480,where is the person sitting,on a sofa,7,DL
8850274965,5395,640,360,why are the group of people looking at the girl that is talking in front,spectating,2,CW
3278126113,685,640,480,why did not the baby play with the toys on his left,practicing walking with the woman,2,CW
5510860729,933,352,288,how does the singer project his voice during the performance,use microphone,0,CH
3605714471,379,640,428,is the white dog having fun rolling in the sand,yes,1,DB
8208931952,574,640,360,what did the baby do after reaching the toy,stares at camera,8,TN
4850672344,744,640,424,how many people are involved in the video,two,6,DC
2429355433,1635,320,240,how does the girl show she is enjoying herself as she pretends to play the ukulele,swaying with music,6,CH
4040727856,2182,640,360,what did the people do when the robot was not moving in a straight line in the middle of the video,readjust the position,8,TC
3334424180,473,640,480,why does the man caress the dog in the middle,show affection,2,CW
4227107409,1410,640,480,why did the boy look at the present in white wrapper closely before putting it on the ground,find it interesting,3,CW
4629254613,1302,640,360,what was the man pushing as he walked,scooter,4,TC
5363971186,451,320,240,what did the woman do to the other child when the the boy in green lied on her chest,touch forehead,6,TC
2513642763,2697,640,480,why is the baby s hair wet when he is just newborn,came from womb,5,CW
10807689585,117,640,480,what did the boy do after kicking the black cunshion,walk away,5,TN
3388614426,1263,640,480,what does the lady hold in her hand as she stood in front of the man in white,flowers,0,TC
4722902074,1240,640,480,how is the condition of the house,clean,7,DO
8215074237,361,640,360,why does the girl with hair tied up look so happy after she puts her tile down,winning,5,CW
2818207246,2158,320,240,is it safe for the baby to crawl up the stairs by himself,no,1,DB
7631378506,1181,640,480,how does the man with a cap and wearing red rest his hands on the boat,put on railing,8,TC
3832966100,568,640,480,what are the people doing,fishing,8,TC
3525082926,1036,640,360,what did the man in green do after he bowled,skipped backwards with one leg,4,TN
4140726680,1175,640,480,how do the kids feel while looking at the laptop,intrigued,5,TC
4424452250,1355,640,480,what did the man do with his left hand after touching his hair in the middle,put into pocket,7,TN
4438105322,313,640,480,is the man skillful at canoeing,yes,2,DB
6385284515,1194,640,360,why does the lady hold the girl after she spins for a while in the beginning,she gets dizzy,1,CW
3878228533,2000,640,480,can the singer sing and dance together at the same time,yes,3,DB
7401573420,2544,640,360,how did the baby try to show affection to the black cat in the middle,hug the cat,1,CH
6391532457,607,640,360,why do the adults constantly look at the boy,safety,4,CW
7243131156,1297,480,720,what is playing in the background while the girl is playing,tv,6,TC
12546839623,2625,320,240,how did the man get his message across when speaking,hand gestures,1,CH
4164627367,398,640,480,why did the girl constantly look at the bicycle pedal as she cycles,fear of falling,4,CW
10756878424,1395,640,480,what does the boy do after imitating the dog s position,jump around,8,TN
6884782376,2697,640,480,why is the boy in checkered shirt holding onto a food wrapper,opened packet,0,CW
9127813899,621,640,360,how did the dog move to the baby s side,walk behind,6,CH
4210971212,1593,640,480,what does the child do in the middle when the car first hit him,moves backwards,3,TC
6217540914,1215,640,360,why does the white dog run towards the other two dogs at the beginning,to play with the dogs,4,CW
2640372277,1857,500,375,why is the baby sitting at the table,eat,1,CW
3060710599,1047,320,240,why did the boy open and close the mouth of the alligator,play with it,2,CW
6194127078,1807,480,800,how many cyclists are in the video,one,2,DC
5110605033,1322,640,360,why does one of the man on the other side walks away after watching tree coming to their end,careful,4,CW
2594144360,1091,640,480,is the dog wild or domesticated,domesticated,0,DB
3751822104,1417,640,480,are the people attentive towards the man in uniform,yes,5,DB
7808891456,2048,640,360,why did the man use the scissors to cut the string,detach it from the fish,4,CW
3068708457,1152,640,480,how did the boy feed the calf,using a milk bottle,7,CH
2771561128,356,500,375,why did the younger girl keep walking towards the waters,she wants to swim,4,CW
2444953722,675,640,480,how did the boy in white react when the girl in dress is chasing him,runs away,6,TC
3190400650,1770,320,240,what is currently happening in this video,a proposal,9,TC
8052306711,2697,480,360,what did the man in black do when the man in blue walked forward at the beginning of the video,move backwards,7,TC
6384706009,1633,640,360,what did the boy do after stopping on the pavement,turn to look at girl,6,TN
2758143839,719,320,240,why is the lady in pink holding a snake on her shoulder,interactive experience,0,CW
6175457658,600,640,360,is the man in green advising the man in white,yes,3,DB
6794889528,1913,480,720,is the kid happy and excited while crawling and playing with the man,yes,4,DB
5752713797,482,640,360,what is the man doing,playing the guitar,5,TC
8654516518,2697,320,240,how did the girl in black and the girl in grey knew how to play the instruments,scoresheet,2,CH
2504943867,2161,640,362,why did the boy grab on to the woman s red shirt tightly with his right hand while she was comforting him,boy is falling to the ground,6,CW
8604358723,1761,640,360,how are the children interacting with the board,using crayons chalk,1,CH
5382512601,727,480,360,how did the big dog react when the small dog bites it,move around,4,TC
6159095415,624,568,320,where is this happening,sea,10,DL
5317276408,2697,320,240,why is the man in stripped standing at the side of the ring,watching the fight,12,CW
8626931151,2160,640,360,what did the black dog do after the kid walked to the table,face the kid,6,TN
8915578911,348,640,360,how does the man near the animal guide the animal,follows the animal,7,CH
6298153272,2697,640,360,what happened to the girl in blue near the end,falls off the blue equipment,8,TC
7622488810,1985,640,480,did the grey cat respond to the black cat s touches,no,8,DB
8698896692,1056,272,480,how many kids are present in the video,two,10,DC
3688391139,2160,640,360,why did the lady in white switch seats with the lady in black,lady in black seat was dirty,3,CW
3429413032,551,320,240,what does the woman in white do after the girl jumps on the sofa for the first time,look at her,7,TN
11112199204,1374,640,360,is the boy in green focused on constructing his toy,yes,9,DB
11313362075,1066,640,360,is the lady in black angry with the lady in green,yes,3,DB
4487391149,2697,640,480,why are the children standing in front of the screen,play games,0,CW
2583337639,739,500,375,what is the possible relationship among the three men,friends,3,DO
6173660155,326,640,480,what does the lady do after putting her left arm under the baby at the start,pat baby,5,TN
4443599914,475,640,480,what does the lady with no scarf do when passing by the camera,wave hand,8,TC
